gmina_name;date;ludnosc
Gorzkowice;2022-01-01;
Goszczyn;2022-01-01;
Gowarczów;2022-01-01;
Grabica;2022-01-01;
Grabów nad Pilicą;2022-01-01;
Inowłódz;2022-01-01;
Irządze;2022-01-01;
Kluczewsko;2022-01-01;
Klwów;2022-01-01;
Kobiele Wielkie;2022-01-01;
Kodrąb;2022-01-01;
Koluszki;2022-01-01;
Koniecpol;2022-01-01;
Końskie;2022-01-01;
Kozłów;2022-01-01;
Krasocin;2022-01-01;
Kroczyce;2022-01-01;
Lelów;2022-01-01;
Lubochnia;2022-01-01;
Łęki Szlacheckie;2022-01-01;
Łopuszno;2022-01-01;
Magnuszew;2022-01-01;
Masłowice;2022-01-01;
Mniów;2022-01-01;
Mniszków;2022-01-01;
Mogielnica;2022-01-01;
Moskorzew;2022-01-01;
Moszczenica;2022-01-01;
Niegowa;2022-01-01;
Nowe Miasto nad Pilicą;2022-01-01;
Nowosolna;2022-01-01;
Odrzywół;2022-01-01;
Ogrodzieniec;2022-01-01;
Opoczno;2022-01-01;
Paradyż;2022-01-01;
Pilica;2022-01-01;
Piotrków Trybunalski;2022-01-01;
Poświętne;2022-01-01;
Promna;2022-01-01;
Przedbórz;2022-01-01;
Przysucha;2022-01-01;
Radoszyce;2022-01-01;
Radzanów;2022-01-01;
Ręczno;2022-01-01;
Rokiciny;2022-01-01;
Rozprza;2022-01-01;
Ruda Maleniecka;2022-01-01;
Rusinów;2022-01-01;
Rzeczyca;2022-01-01;
Sadkowice;2022-01-01;
Secemin;2022-01-01;
Sławno;2022-01-01;
Słupia;2022-01-01;
Słupia Konecka;2022-01-01;
Smyków;2022-01-01;
Stąporków;2022-01-01;
Stromiec;2022-01-01;
Sulejów;2022-01-01;
Szczekociny;2022-01-01;
Tomaszów Mazowiecki miasto;2022-01-01;
Tomaszów Mazowiecki wiejski;2022-01-01;
Tuszyn;2022-01-01;
Ujazd;2022-01-01;
Warka;2022-01-01;
Wielgomłyny;2022-01-01;
Włodowice;2022-01-01;
Włoszczowa;2022-01-01;
Wola Krzysztoporska;2022-01-01;
Wolbórz;2022-01-01;
Wolbrom;2022-01-01;
Wyśmierzyce;2022-01-01;
Zagnańsk;2022-01-01;
Zawiercie;2022-01-01;
Żarnowiec;2022-01-01;
Żarnów;2022-01-01;
Żytno;2022-01-01;
